TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted
[molecular epidemiological study on hiv/aids under the follow-up program in zhejiang province in 2009] [chinese],Zhang JF,,2013,publication language,,,
"[molecular epidemiology and transmission of hiv in tianjin, 2015] [chinese]",Zheng MN,10.3760/cma.j.issn.0254-6450.2016.08.018,2016,publication language,,,
"[molecular epidemiology and transmission of hiv-1 infection in zhejiang province, 2015] [chinese]",Yang JZ,10.3760/cma.j.issn.0254-6450.2017.11.023,2017,publication language,,,
[molecular epidemiology of hiv-1 strains in the moscow region] [russian],Giliazova AV,,2010,publication language,,,
"[molecular epidemiology of the human immunodeficiency virus type 1 in santiago, chile] [spanish]",Perez C,,1999,publication language,,,
[molecular genetic characteristics of hiv-1 in russia] [russian],Bobkov AF,,2002,publication language,,,
[molecular investigation of a possible case of hiv transmission after a blood transfusion] [chinese],Shi LL,,2013,publication language,,,
[molecular-genetic characteristic of hiv-1 a and b subtypes variants isolated in novosibirsk region] [russian],Bogachev VV,,2012,publication language,,,
[multicenter french cohort of adults with hiv infection description and course after 4 years of follow-up seroco] [french],Bucquet D,,1994,publication language,,,
[mutation frequencies in hiv-1 genome in regions containing efficient rnai targets as calculated from ultra-deep sequencing data] [russian],Kretova OV,10.7868/S0026898418030084,2018,publication language,,,
[mutation of drug resistant gene in hiv/aids patients with antiretroviral therapy in shandong province in 2011] [chinese],Sun X,,2012,publication language,,,
[obstetrical management of a patient with hiv infection] [spanish],Figueroa Damian R,,1994,publication language,,,
[postmortem molecular epidemiology of hiv-1 strains isolated in turkey] [turkish],Ziyade N,10.5578/mb.68681,2019,publication language,,,
[prevalence of mutations responsible for resistance to antiretroviral preparations among hiv-1 variants circulating in novosibirsk region] [russian],Gashnikova NM,,2012,publication language,,,
[protease and reverse transcriptase genetic polymorphism in hiv type 1 subtype a variants predominating in cis countries] [russian],Sukhanova AL,,2005,publication language,,,
[psycho-pathological disturbance in hiv-aids patients] [spanish],Carballo Alvarez M,,2008,publication language,,,
[rapid spread of the hiv-1 circular recombinant crf02-ag in russia and neighboring countries] [russian],Moskaleychik FF,,2015,publication language,,,
[relationship between strain subtypes and transmission of hiv infection within marriage-based immigrant women in rural area of zhejiang province] [chinese],Pan XH,,2011,publication language,,,
[research on construction of sheep lung adenomas virus pegfp-c1/exjsrv-env and induction of malignant transformation in nih3t3] [chinese],Zhang YF,,2014,publication language,,,
[sensitivity of the cobas ampliscreen tm hiv-1 test v15 for hiv-1 detection] [spanish],Gomez LP,10.1016/S0325-7541(14)70072-0,2014,publication language,,,
[sequence analysis of gag-pol gene of hiv-1 b/c recombinant viruses in china] [chinese],Guan Q,,2004,publication language,,,
[sequence analysis of human immunodeficiency virus type 1 tat gene among the long-term hiv infected non-progressoris in yunnan province] [chinese],Zhao F,,1999,publication language,,,
[sequence variation in the env v3-v4 region of hiv type 1 predominant subtype b and c strains circulating in china] [chinese],Liang H,,2003,publication language,,,
[sequencing and their use in the study of fundamental hiv virus] [spanish],Maroto Vela Mdel C,,2012,publication language,,,
[serotypes of the human immunodeficiency virus type 1 in madrid] [spanish],Soriano V,,1997,publication language,,,
[specific diagnosis and follow-up of hiv-1 group o infection: res-o data] [french],Depatureaux A,10.1016/j.medmal.2010.04.011,2010,publication language,,,
[study on herpes simplex virus 2 infection and risky sexual behavior among hiv-infected patients in a county of yunnan province] [chinese],Fu ZH,,2009,publication language,,,
"[study on hiv-1 subtype among elderly male clients and female sex workers of low-cost venues in guangxi zhuang autonomous region, china] [chinese]",Deng YQ,10.3760/cma.j.issn.0254-6450.2017.03.010,2017,publication language,,,
[study on the distribution of human immunodeficiency virus-1 subtypes in different regions of china and mother-to-child transmission] [chinese],Li GH,,2004,publication language,,,
[study on the evolutionary pressure on the env gene of the human immunodeficiency virus type 1 crf01-ae strains circulating in china] [chinese],Liang H,,2003,publication language,,,
[subtype and sequence analysis of gag and env genes among hiv-1 strains circulating in beijing residents during 2006] [chinese],Ye JR,,2007,publication language,,,
[subtype and sequence analysis of gag genes among hiv-1 strains circulating in beijing during 2007] [chinese],Ye JR,,2009,publication language,,,
[subtype and sequence analysis of the c2-v3 region of gp120 genes among hiv-1 strains in sichuan province] [chinese],Qin G,,1998,publication language,,,
[subtype and sequence analysis of the c2-v3 region of gp120 genes among human immunodeficiency virus infected idus in ruili epidemic area of yunnan province of china] [chinese],Guan Y,,1997,publication language,,,
[subtype and sequence analysis of the gag genes for hiv-1 strains isolated in hubei province] [chinese],Chu XG,,2012,publication language,,,
[subtype and transmission of hiv strain in both hiv infected spouses in zhejiang province] [chinese],Pan XH,,2010,publication language,,,
"[subtype of hiv-1 strains: an epidemic study of 1157 samples in henan province, china] [chinese]",Zhao F,,2008,publication language,,,
[ten years ahead in infectious diseases : aids/ hiv towards stopping transmission] [french],Struvay S,,2020,publication language,,,
[the analysis of human immunodeficiency virus-1 subtypes in yunnan province] [chinese],Ma YL,,2008,publication language,,,
[the identification of the genetic subtypes of hiv-1 circulating on the territory of russia] [russian],Leinikki P,,1996,publication language,,,
[the primary hiv drug resistance in partial region of henan province] [chinese],Xue XJ,,2012,publication language,,,
a recombinant hiv-1 strain causing an epidemic among injection drug addicts in kaliningrad [russian],Korovina GI,,1999,publication language,,,
advances in the study of anti-hiv natural compounds derived from traditional chinese medicines [chinese],Zhang X,,2010,publication language,,,
aids and hiv infection in brazil: a multifaceted epidemic [portuguese],Brito AM,,2001,publication language,,,
"aids/hiv related knowledge, attitude and behavior of acupuncture therapists in aichi prefecture [japanese]",Hirose K,,1995,publication language,,,
"analysis of factors about late diagnosis of hiv/aids cases in qinnan district, qinzhou, 2011-2015 [chinese]",Shen Ping,,2016,publication language,,,
analysis of hiv-1 seropositive individual infected with different subtypes [chinese],Feng T,,2001,publication language,,,
analysis of plasma viral envelope genes and neutralization characteristics of a chronically hiv-1 infected patient with broadly neutralization activity [chinese],Zhang Dai,,2018,publication language,,,
"analysis of proxemic communication with hiv/aids patients [portuguese, english]",Galvao MTG,10.1590/S0104-11692006000400004,2006,publication language,,,
analysis of the nearly full-length genome of a novel hiv-1 crf01_ae/b/c recombinant strain isolated in yunnan province [chinese],Liu J,10.3760/cma.j.issn.0254-5101.2019.08.007,2019,publication language,,,
analysis of the polymorphism of the genome region of hiv-1 encoding the fusion protein [russian],Vasil'Ev AV,,2012,publication language,,,
analysis of the test results on hiv antibody among specific populations in xining between 2009 and 2011 [chinese],Wu JianYing,,2013,publication language,,,
analysis on birth weight of 228 neonates born by hiv-infected pregnant women [chinese],Li Zheng,,2018,publication language,,,
"analysis on characteristics of hiv-1 molecular networks in men who have sex with men in kunming, 2016-2018 [chinese]",Li SY,10.3760/cma.j.cn112338-20190916-00676,2020,publication language,,,
analysis on gene sequence of hiv isolated from men who have sex with men in beijing [chinese],Tao G,10.3760/cma.j.issn.0254-6450.2015.09.017,2015,publication language,,,
analysis on hiv-1 genetics and threshold of drug resistance in dehong prefecture of yunnan province in 2013 [chinese],Ma Y,,2015,publication language,,,
"analysis on hiv-1 subtypes and transmission clusters in newly reported hiv/aids cases in yiwu, zhejiang province, 2016 [chinese]",Zhang J,10.3760/cma.j.issn.0254-6450.2017.12.021,2017,publication language,,,
analysis on quasispecies of hiv-1 env gene by single clone per pcr [korean],Han NY,,2005,publication language,,,
application of heteroduplex mobility assay in molecular epidemiology study of hiv-1 in cuba [spanish],Blanco de Armas M,,2001,publication language,,,
"central nervous system compartmentalization of hiv, an interesting model of viral evolution: from theory to clinical implications [french]",Stefic K,10.1684/vir.2019.0801,2019,publication language,,,
"characteristic and dynamic of hiv-1 subtype distribution in men who have sex with men in guangzhou, 2008-2015 [chinese]",Han Z,10.3760/cma.j.issn.0254-6450.2018.01.014,2018,publication language,,,
"characteristics and dynamics of hiv-1 subtype distribution among injected drug users in guangzhou, 2008-2015 [chinese]",Yuteng Z,10.3760/cma.j.issn.0254-6450.2019.12.023,2019,publication language,,,
"characteristics of hiv transmission through heterosexual contact in china, 2008-2014 [chinese]",Liyan W,10.3760/cma.j.issn.0254-6450.2015.12.002,2015,publication language,,,
"characteristics of hiv-1 genotype and drug resistance among men who have sex with men in kunming, 2018 [chinese]",Dai J,10.3760/cma.j.cn112338-20191107-00792,2020,publication language,,,
"characteristics of subtypes and transmission of hiv-1 infected persons among student msm in zhejiang province, 2013-2015 [chinese]",Ding XB,10.3760/cma.j.cn112338-20190809-00586,2020,publication language,,,
"characteristics of very recent hiv infections and transmission networks based on data from the mandatory notification system, france 2012-2014 (journee mondiale du sida, 1er decembre 2016) [french]",Capsec,,2016,publication language,,,
cloning and characterization of a full-length hiv-1 genome of a prevalent subtype b-thai strain in henan province [chinese],Feng FM,,2004,publication language,,,
"cloning and sequence analysis of envelope glycoprotein e1 gene of rubella virus, jr23 strain [chinese]",Wang Z,,2002,publication language,,,
"community testing with hiv rapid diagnosis tests (rdt) in france over a period of three years, 2012-2014 [french]",Sarr,,2015,publication language,,,
comparative analysis of the perceptions of hiv/aids by gay and bisexual colombian men with and without migratory experience [spanish],Restrepo-Pineda,10.15446/rsap.v18n1.41974,2016,publication language,,,
comparison between different gene and near full-length genome on the phylogenetic analyses of hiv-1 subtype b' in china [chinese],Li Zhe,,2012,publication language,,,
comparison of different methods in dealing with hiv viral load data with diversified missing value mechanism on hiv positive msm [chinese],Jiang Z,10.3760/cma.j.issn.0254-6450.2017.11.025,2017,publication language,,,
concurrent training on immunity and physical fitness in hiv/aids patients [portuguese],Lazzarotto,10.1590/1517-869220162202152915,2016,publication language,,,
constraints on molecular evolution of hiv-1 drug resistance related genes from protein structure [chinese],Guan Q,10.3760/cma.j.issn.0254-5101.2016.06.001,2016,publication language,,,
