TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted,,,,
the strategies of heterosexuals from large metropolitan areas for assessing the risks of exposure to hiv or other sexually transmitted infections from partners met online,Siegel K,10.1089/apc.2016.0299,2017,duplicate,,0,,,,,
"hiv surveillance combining an assay for identification of very recent infections and phylogenetic analyses on dried serum spots, france 2012-2014",Brand D,10.1089/aid.2016.5000.abstracts,2016,duplicate,,0,,,,,
"a global research synthesis of hiv and sti biobehavioural risks in female-to-male transgender adults (special issue: the trouble with 'categories': rethinking men who have sex with men, transgender and their equivalents in hiv prevention and health promotion)",Reisner,,2016,duplicate,,0,,,,,
characterizing the multiplicity of hiv founder variants during sexual transmission,Chaillon A,,2016,duplicate,,0,,,,,
buffering deleterious polymorphisms in highly constrained parts of hiv-1 envelope by flexible regions,Gasser R,10.1186/s12977-016-0285-6,2016,duplicate,,0,,,,,
community perceptions of repeat hiv-testing: experiences of the anrs 12249 treatment as prevention trial in rural south africa (special issue: social science and universal test and treat in africa),Orne-Gliemann,,2016,duplicate,,0,,,,,
defective hiv-1 proviruses produce novel proteincoding rna species in hiv-infected patients on combination antiretroviral therapy,Imamichia H,10.1073/pnas.1609057113,2016,duplicate,,0,,,,,
composition and antigenic effects of individual glycan sites of the hiv-1 glycan shield,Behrens A-J,10.1089/aid.2016.5000.abstracts,2016,duplicate,,0,,,,,
effects of patient load and travel distance on hiv transmission in a cohort of serodiscordant couples in rural china: a longitudinal analysis,Smith MK,,2016,duplicate,,0,,,,,
equity in adherence to antiretroviral therapy among economically vulnerable adolescents living with hiv in uganda (special issue: equity supplement (sponsored by the coalition for children affected by aids)),Bermudez,,2016,duplicate,,0,,,,,
equity in adherence to antiretroviral therapy among economically-vulnerable adolescents living with hiv in uganda,Gauer Bermudez L,10.7448/IAS.19.6.21264,2016,duplicate,,0,,,,,
distance to testing sites and its association with timing of hiv diagnosis*,Cope AB,10.1080/09540121.2016.1191599,2016,duplicate,,0,,,,,
"genetic diversity and transmission networks of hiv-1 strains among men having sex with men (msm) in lome, togo (special issue: evolution of hiv)",Konou,,2016,duplicate,,0,,,,,
genetic variants in cyp2b6 and cyp2a6 explain interindividual variation in efavirenz plasma concentrations in routine care of hiv-infected children with diverse ethnic origin,Soeria-Atmadja S,10.7448/IAS.19.8.21487,2016,duplicate,,0,,,,,
"genomic characterization of a novel hiv-1 second-generation recombinant form originated from crf01_ae and crf08_bc in dali prefecture of yunnan province, china",Li JianJian,,2016,duplicate,,0,,,,,
hiv integration sites in cellular models of viral persistence,Sunshine S,,2016,duplicate,,0,,,,,
evaluating the contribution of apobec3g haplotypes on influencing hiv infection in a zimbabwean paediatric population (special issue: a festschrift in honour of professor peter beighton),Mhandire,10.7196/SAMJ.2016.v106i6.11013,2016,duplicate,,0,,,,,
"evaluating the contribution of apobec3g haplotypes, on influencing hiv infection in a zimbabwean paediatric population",Mhandire K,10.7196/SAMJ.2016.v106i6.11013,2016,duplicate,,0,,,,,
hiv-1 drug resistance and resistance testing (special issue: evolution of hiv),Clutter,,2016,duplicate,,0,,,,,
"interventions to prevent sexually transmitted infections, including hiv, among young people in low- and middle-income countries: a systematic review of the published and gray literature",Kalamar AM,10.1016/j.jadohealth.2016.05.020,2016,duplicate,,0,,,,,
longitudinal trends in western australian hiv-1 sequence diversity and viral transmission networks and their influence on clinical parameters: 2000-2014,Castley AS,10.1089/AID.2015.0206,2016,duplicate,,0,,,,,
molecular epidemiology of hiv-1 infection in europe: an overview,Beloukas A,10.1016/j.meegid.2016.06.033,2016,duplicate,,0,,,,,
molecular epidemiology of hiv-1 infection in europe: an overview (special issue: evolution of hiv),Beloukas,10.1016/j.meegid.2016.06.033,2016,duplicate,,0,,,,,
predominance of crf06_cpx and transmitted hiv resistance in algeria: update 2013 2014,Abdellaziz,10.1089/aid.2015.0292,2016,duplicate,,0,,,,,
rare hiv-1 subtype j genomes and a new h/u/crf02-ag recombinant genome suggests an ancient origin of hiv-1 in angola,Bartolo I,10.1089/aid.2016.0084,2016,duplicate,,0,,,,,
safety and efficacy of dapivirine vaginal ring for hiv-1 prevention in african women,Nel A,,2016,duplicate,,0,,,,,
mode of sexual transmission can exert an impact on shaping the hiv-1 founder virus,Tully DC,,2016,duplicate,,0,,,,,
spatial distributions of hiv infection in an endemic area of western kenya: guiding information for localized hiv control and prevention,Hoshi T,10.1371/journal.pone.0148636,2016,duplicate,,0,,,,,
special issue: hiv prevention among diverse young msm (special issue: hiv prevention among diverse young msm),Rhodes,10.1521/aeap.2016.28.3.191,2016,duplicate,,0,,,,,
status of vaccine research and development of vaccines for hiv-1 (special issue: who product development for vaccines advisory committee (pdvac) pipeline analyses for 25 pathogens),Safrit,10.1016/j.vaccine.2016.02.074,2016,duplicate,,0,,,,,
the early bird catches the worm - can evolution teach us lessons in fighting hiv? (thematic issue: strategies to defeat hiv),Schaller,10.2174/1570162X14999160224094914,2016,duplicate,,0,,,,,
tracing the origin of a singular hiv-1 crf45_cpx clade identified in brazil (special issue: evolution of hiv),Delatorre,,2016,duplicate,,0,,,,,
"transmitted/founder hiv-1 subtype c viruses show distinctive signature patterns in vif, vpr, and vpu that are under subsequent immune pressure during early infection (special issue: hiv prevention science)",Rossenkhan,,2016,duplicate,,0,,,,,
a direct comparison of two densely sampled western european hiv epidemics: the uk and switzerland,Ragonnet-Cronin ML,,2015,duplicate,,0,,,,,
adaptation of hiv-1 to rhtrim5alpha-mediated restriction in vitro,Setiawan LC,10.1016/j.virol.2015.09.017,2015,duplicate,,0,,,,,
aging with hiv vs hiv seroconversion at older age: a diverse population with distinct comorbidity profiles,Guaraldi,10.1371/journal.pone.0118531,2015,duplicate,,0,,,,,
"anti-v3/glycan and anti-mper neutralizing antibodies, but not anti-v2/glycan-site antibodies are strongly associated with higher anti-hiv-1 neutralization breadth and potency",Jacob RA,10.7448/IAS.18.5.20394,2015,duplicate,,0,,,,,
cd4+ t cell counts in initiation of antiretroviral therapy in hiv infected asymptomatic individuals; controversies and inconsistencies,Maina EK,10.1016/j.imlet.2015.10.005,2015,duplicate,,0,,,,,
central memory cd4+ t cells are preferential targets of double infection by hiv-1 retroviruses,Haqqani AA,10.1186/s12985-015-0415-0,2015,duplicate,,0,,,,,
mucosal hiv-1 transmission specifically selects for type 1 interferon-resistant viruses,Iyer S,,2015,duplicate,,0,,,,,
hiv-1 infections with multiple founders are associated with higher viral loads,Janes H,,2015,duplicate,,0,,,,,
"diversity and antifungal resistance patterns of prevalent opportunistic pathogenic yeasts colonizing the oral cavities of asymptomatic human immunodeficiency virus-infected individuals, and their relation to cd4(+) counts",Kumar DA,10.4103/0253-7184.156724,2015,duplicate,,0,,,,,
"diversity and antifungal resistance patterns of prevalent opportunistic pathogenic yeasts colonizing the oral cavities of asymptomatic human immunodeficiency virus-infected individuals, and their relation to cd4+ counts",Kumar,,2015,duplicate,,0,,,,,
genetic characterization of a novel hiv-1 circulating recombinant form (crf74_01b) identified among intravenous drug users in malaysia: recombination history and phylogenetic linkage with previously defined recombinant lineages,Cheong HuiTing,10.1371/journal.pone.0133883,2015,duplicate,,0,,,,,
heterosexual transmission of subtype c hiv-1 selects consensus-like variants without increased replicative capacity or interferon- alpha resistance,Deymier,10.1371/journal.ppat.1005154,2015,duplicate,,0,,,,,
hiv and sti testing in older adults: an integrative review,Tillman JL,10.1111/jocn.12797,2015,duplicate,,0,,,,,
"hiv-1 group o origin, evolution, pathogenesis, and treatment: unraveling the complexity of an outlier 25 years later",Bush S,,2015,duplicate,,0,,,,,
hiv/aids epidemic in the state of amazonas: characteristics and trends from 2001 to 2012 (special issue: epidemiological transition of tropical diseases in the brazilian amazon),Oliveira,,2015,duplicate,,0,,,,,
heterogeneous evolution of hiv-1 crf01-ae in men who have sex with men (msm) and other populations in china,Wu H,10.1371/journal.pone.0143699,2015,duplicate,,0,,,,,
"implementation research for the prevention of mother-to-child hiv transmission in sub-saharan africa: existing evidence, current gaps, and new opportunities",Bhardwaj S,10.1007/s11904-015-0260-1,2015,duplicate,,0,,,,,
increase of rt-related transmitted drug resistance in non-crf01_ae among hiv type 1-infected men who have sex with men in the 7 cities of china,Zhao B,10.1097/QAI.0000000000000467,2015,duplicate,,0,,,,,
keeping confidence: hiv and the criminal law from hiv service providers' perspectives,Dodds C,10.1080/09581596.2015.1019835,2015,duplicate,,0,,,,,
molecular investigation for hiv-1 cross-group transmissions during the outbreak period (2011-2014) in athens metropolitan area: introduction of subtype a from eastern europe,Paraskevis D,10.7448/IAS.18.5.20449,2015,duplicate,,0,,,,,
"prospects for a globally effective hiv-1 vaccine (special issue: advancing vaccines and immunization issues, insights, and innovations)",Excler,,2015,duplicate,,0,,,,,
near full-length hiv type 1m genomic sequences from cameroon : evidence of early diverging under-sampled lineages in the country,Tongo M,10.1093/emph/eov022,2015,duplicate,,0,,,,,
near full-length hiv type 1m genomic sequences from cameroon: evidence of early diverging under-sampled lineages in the country,Tongo,,2015,duplicate,,0,,,,,
population-level spread of immune-driven mutations in hiv-1 polymerase during the north american epidemic,Kinloch NN,10.7448/IAS.18.5.20351,2015,duplicate,,0,,,,,
prevalence of and risk factors for low bone mineral density in untreated hiv infection: a substudy of the insight strategic timing of antiretroviral treatment (start) trial (special issue: the start trial characteristics at study entry),Carr,10.1111/hiv.12242,2015,duplicate,,0,,,,,
"recent infection, sexually transmitted infections, and transmission clusters frequently observed among persons newly diagnosed with hiv in san francisco",Truong H-HM,10.1097/QAI.0000000000000681,2015,duplicate,,0,,,,,
"reducing the overall hiv-burden in south africa: is reviving abc an appropriate fit for a complex, adaptive epidemiological hiv landscape?",Burman CJ,10.2989/16085906.2015.1016988,2015,duplicate,,0,,,,,
special issue: physical activity and hiv in africa (special issue: physical activity and hiv in africa),,,2015,duplicate,,0,,,,,
social media and hiv: a systematic review of uses of social media in hiv communication [review],Taggart T,10.2196/jmir.4387,2015,duplicate,,0,,,,,
worldwide genetic features of hiv-1 env alpha 4 beta 7 binding motif: the local dissemination impact of the ldi tripeptide,Hait,,2015,duplicate,,0,,,,,
hiv transmission selection bias at the heterosexual hiv-1 transmission bottleneck,Carlson JM,10.1126/science.1254031,2014,duplicate,,0,,,,,
antiretroviral therapy for initial human immunodeficiency virus/aids treatment: critical appraisal of the evidence from over 100 randomized trials and 400 systematic reviews and meta-analyses (themed section: systematic review or meta-analysis? their place in the evidence hierarchy),Kanters,10.1111/1469-0691.12475,2014,duplicate,,0,,,,,
alterations in hiv-1 gp120 v3 region are necessary but not sufficient for coreceptor switching in crf07-bc in china,Zhang L,10.1371/journal.pone.0093426,2014,duplicate,,0,,,,,
comparison of multiple adjuvants on the stability and immunogenicity of a clade c hiv-1 gp 140 trimer,Nkolola JP,10.1016/j.vaccine.2014.02.001,2014,duplicate,,0,,,,,
cross-border sexual transmission of the newly emerging hiv-1 clade crf51-01b,Cheong HT,10.1371/journal.pone.0111236,2014,duplicate,,0,,,,,
drug resistance in non-b subtype hiv-1: impact of hiv-1 reverse transcriptase inhibitors,Singh,10.3390/v6093535,2014,duplicate,,0,,,,,
health behavior change models for hiv prevention and aids care: practical recommendations for a multi-level approach (special issue: strategic roles for health communication in combination hiv prevention and care programs),Kaufman,10.1097/QAI.0000000000000236,2014,duplicate,,0,,,,,
hiv diversity and drug resistance from plasma and non-plasma analytes in a large treatment programme in western kenya,Kantor R,10.7448/IAS.17.1.19262,2014,duplicate,,0,,,,,
"how does mother-to-child transmission of hiv differ among african populations? lessons from mbl2 genetic variation in zimbabweans (special issue: ""omics in africa"": power to the people - moving 21st century integrative biology from lab to village to innovation ecosystems)",Mhandire,10.1089/omi.2013.0131,2014,duplicate,,0,,,,,
impact of human immunodeficiency virus type-1 sequence diversity on antiretroviral therapy outcomes [review],Langs-Barlow A,10.3390/v6103855,2014,duplicate,,0,,,,,
lessons learnt from sexual and reproductive health and hiv linkages for multipurpose prevention technology service delivery (special issue: multipurpose prevention technologies: maximising positive synergies),Lusti-Narasimhan,10.1111/1471-0528.12845,2014,duplicate,,0,,,,,
